shipment_id,order_id,carrier,shipping_method,distance_band,promised_days,actual_days,actual_minus_promised,hours_to_ship,shipping_state,state,order_total,order_subtotal,shipping_fee,tax_amount,shipping_to_subtotal_ratio,payment_method,device_type,ip_country,promo_used,customer_segment,loyalty_tier,total_items,unique_products,late_delivery
1914,1914,UPS,expedited,national,4,5,1,17.0,OH,OH,1041.33,960.07,14.74,66.52,0.015353047173643587,bank,mobile,US,1,budget,gold,7,5,1
1915,1915,UPS,overnight,national,3,2,-1,12.0,CA,OH,215.38,176.0,24.99,14.39,0.14198863636363634,bank,desktop,US,0,budget,gold,2,1,0
1916,1916,FedEx,standard,local,5,5,0,18.0,OH,OH,400.7,367.58,7.34,25.78,0.01996844224386528,paypal,tablet,US,0,budget,gold,3,2,0
1917,1917,USPS,standard,regional,6,7,1,29.0,OH,OH,260.52,239.67,6.99,13.86,0.029165102015271,card,desktop,US,0,budget,gold,1,1,1
1918,1918,FedEx,standard,regional,6,6,0,33.0,OH,OH,265.12,237.5,6.99,20.63,0.029431578947368423,card,mobile,US,0,budget,gold,2,2,0
1919,1919,UPS,standard,regional,6,11,5,17.0,OH,OH,640.79,583.71,8.39,48.69,0.014373575919549091,paypal,mobile,US,1,budget,gold,6,5,1
1920,1920,USPS,standard,regional,6,8,2,28.0,OH,OH,304.2,273.19,6.99,24.02,0.025586588088875876,card,desktop,US,1,budget,gold,2,2,1
1921,1921,FedEx,standard,national,7,6,-1,28.0,OH,OH,138.72,122.48,6.99,9.25,0.05707054212932724,card,mobile,IN,0,budget,gold,1,1,0
1922,1922,UPS,standard,national,7,8,1,5.0,OH,OH,906.96,832.42,8.74,65.8,0.010499507460176354,card,desktop,US,0,budget,gold,7,5,1
1923,1923,UPS,standard,local,5,6,1,13.0,OH,OH,321.37,296.88,8.74,15.75,0.029439504176771762,card,desktop,US,0,budget,gold,7,5,1
1924,1924,USPS,standard,local,5,7,2,30.0,OH,OH,316.93,286.36,8.39,22.18,0.02929878474647297,bank,desktop,US,0,budget,gold,6,5,1
1925,1925,UPS,standard,national,7,6,-1,10.0,OH,OH,348.65,312.08,8.74,27.83,0.02800563957959498,bank,mobile,US,0,budget,gold,7,4,0
1926,1926,UPS,standard,national,7,10,3,27.0,OH,OH,22.09,14.12,6.99,0.98,0.4950424929178471,card,desktop,US,0,budget,gold,2,1,1
1927,1927,UPS,standard,local,5,6,1,3.0,OH,OH,373.49,339.99,7.34,26.16,0.021588870260890024,bank,desktop,US,1,budget,gold,3,2,1
1928,1928,UPS,standard,regional,6,6,0,3.0,OH,OH,46.55,36.27,6.99,3.29,0.19272125723738626,card,mobile,US,0,budget,gold,1,1,0
1929,1929,FedEx,standard,regional,6,7,1,29.0,OH,OH,366.35,338.01,8.04,20.3,0.023786278512470043,card,mobile,US,0,budget,gold,5,4,1
1930,1930,FedEx,standard,local,5,5,0,13.0,OH,OH,47.69,37.39,6.99,3.31,0.18694838192029956,paypal,tablet,US,0,budget,gold,2,2,0
1931,1931,USPS,standard,national,7,6,-1,14.0,OH,OH,101.24,87.73,6.99,6.52,0.07967627949390174,bank,mobile,US,0,budget,gold,1,1,0
1932,1932,FedEx,expedited,national,4,4,0,26.0,OH,OH,232.2,200.17,14.39,17.64,0.07188889443972624,bank,mobile,US,0,budget,gold,6,5,0
1933,1933,UPS,standard,regional,6,8,2,12.0,OH,OH,216.5,194.79,7.34,14.37,0.03768160583192156,card,tablet,US,0,budget,gold,3,3,1
1934,1934,USPS,overnight,regional,2,4,2,2.0,OH,OH,80.24,50.54,24.99,4.71,0.49445983379501385,bank,mobile,US,0,budget,gold,1,1,1
1935,1935,FedEx,expedited,regional,3,4,1,4.0,OH,OH,176.73,152.91,13.69,10.13,0.08952978876463279,card,mobile,US,0,budget,gold,4,4,1
1936,1936,UPS,standard,local,5,8,3,27.0,OH,OH,451.64,417.21,8.74,25.69,0.020948682917475613,paypal,desktop,US,1,budget,gold,7,5,1
1937,1937,FedEx,overnight,regional,2,1,-1,6.0,OH,OH,175.64,139.45,25.34,10.85,0.1817138759411976,card,desktop,US,1,budget,gold,3,3,0
1938,1938,UPS,standard,regional,6,6,0,34.0,NY,OH,39.39,29.6,6.99,2.8,0.23614864864864865,bank,mobile,BR,0,budget,gold,1,1,0
1939,1939,UPS,expedited,regional,3,2,-1,30.0,OH,OH,235.2,210.55,13.69,10.96,0.06502018522916171,card,mobile,US,0,budget,gold,4,3,0
1940,1940,UPS,standard,local,5,4,-1,30.0,OH,OH,340.67,305.76,7.34,27.57,0.02400575614861329,card,mobile,US,0,budget,gold,3,2,0
1941,1941,FedEx,standard,regional,6,5,-1,34.0,OH,OH,258.42,235.08,6.99,16.35,0.02973455844818785,card,mobile,IN,0,budget,gold,2,1,0
1942,1942,UPS,standard,national,7,7,0,27.0,OH,OH,249.29,228.11,7.69,13.49,0.03371180570777257,paypal,mobile,US,0,budget,gold,4,4,0
1943,1943,FedEx,standard,national,7,6,-1,29.0,OH,OH,43.0,33.82,6.99,2.19,0.20668243642814904,paypal,desktop,US,0,budget,gold,2,1,0
1944,1944,UPS,standard,national,7,7,0,10.0,NC,NC,771.73,723.11,8.74,39.88,0.012086681141181839,card,desktop,IN,0,standard,gold,7,4,0
1945,1945,UPS,standard,local,5,5,0,34.0,NC,NC,535.64,497.11,8.04,30.49,0.01617348273018044,card,desktop,US,0,standard,gold,5,4,0
1946,1946,UPS,standard,local,5,7,2,18.0,NC,NC,442.25,413.0,7.69,21.56,0.018619854721549638,card,desktop,US,0,standard,gold,4,2,1
1947,1947,USPS,expedited,local,2,2,0,17.0,NC,NC,349.16,313.53,13.34,22.29,0.042547762574554275,card,desktop,US,0,standard,gold,3,1,0
1948,1948,FedEx,standard,regional,6,6,0,17.0,NC,NC,301.08,279.12,7.69,14.27,0.02755087417598166,bank,mobile,US,0,standard,gold,4,3,0
1949,1949,USPS,standard,regional,6,7,1,27.0,NC,NC,368.53,331.35,7.34,29.84,0.02215180322921382,card,desktop,US,1,standard,gold,3,3,1
1950,1950,UPS,standard,local,5,5,0,33.0,NC,NC,296.6,270.11,8.04,18.45,0.029765651031061414,bank,tablet,US,1,standard,gold,5,4,0
1951,1951,UPS,standard,regional,6,6,0,29.0,NC,NC,131.1,117.82,6.99,6.29,0.05932778815141742,card,mobile,US,0,standard,gold,2,2,0
1952,1952,FedEx,overnight,regional,2,1,-1,29.0,NC,NC,433.22,377.27,26.39,29.56,0.06994990325231268,paypal,mobile,US,0,standard,gold,6,5,0
1953,1953,FedEx,standard,local,5,5,0,30.0,TX,NC,873.96,821.41,9.44,43.11,0.011492433741980253,card,mobile,US,0,standard,gold,9,5,0
1954,1954,USPS,standard,regional,6,5,-1,23.0,NC,NC,121.39,104.51,6.99,9.89,0.06688355181322361,card,tablet,US,0,standard,gold,1,1,0
1955,1955,FedEx,standard,local,5,5,0,22.0,NC,NC,893.84,813.19,8.39,72.26,0.010317391999409732,paypal,tablet,US,1,standard,gold,6,4,0
1956,1956,FedEx,overnight,regional,2,1,-1,20.0,NC,NC,270.55,227.07,24.99,18.49,0.11005416831813977,bank,mobile,US,0,standard,gold,2,2,0
1957,1957,UPS,standard,local,5,6,1,25.0,NC,NC,736.97,677.85,8.39,50.73,0.012377369624548204,card,desktop,US,0,standard,gold,6,4,1
1958,1958,FedEx,expedited,national,4,4,0,14.0,NC,NC,472.09,425.97,15.09,31.03,0.03542502993168533,bank,desktop,US,0,standard,gold,8,5,0
1959,1959,UPS,standard,regional,6,8,2,23.0,NC,NC,711.17,667.46,8.04,35.67,0.012045665657867136,card,mobile,US,1,standard,gold,5,4,1
1960,1960,FedEx,standard,regional,6,5,-1,14.0,NC,NC,121.92,109.37,6.99,5.56,0.06391149309682728,paypal,mobile,US,0,standard,gold,2,2,0
1961,1961,UPS,overnight,local,1,1,0,3.0,NC,NC,202.33,168.12,25.34,8.87,0.15072567213894836,bank,desktop,CA,1,standard,gold,3,3,0
1962,1962,UPS,expedited,national,4,4,0,28.0,NC,NC,153.73,133.36,12.99,7.38,0.09740551889622075,card,tablet,US,0,standard,gold,2,1,0
1963,1963,FedEx,standard,regional,6,5,-1,8.0,NC,NC,109.48,95.04,6.99,7.45,0.07354797979797979,card,mobile,US,0,standard,gold,1,1,0
1964,1964,USPS,standard,national,7,7,0,21.0,NC,NC,122.97,107.24,6.99,8.74,0.06518090264826558,crypto,desktop,US,1,standard,gold,2,2,0
1965,1965,UPS,expedited,local,2,1,-1,19.0,NC,NC,1101.6,1034.64,14.39,52.57,0.013908219284002165,paypal,mobile,US,1,standard,gold,6,4,0
1966,1966,UPS,standard,local,5,4,-1,24.0,NC,NC,21.96,13.88,6.99,1.09,0.5036023054755043,card,mobile,US,0,standard,gold,1,1,0
1967,1967,FedEx,standard,regional,6,7,1,4.0,NC,NC,480.37,442.09,9.09,29.19,0.020561424144404986,bank,desktop,BR,0,standard,gold,8,5,1
1968,1968,FedEx,standard,regional,6,8,2,27.0,NC,NC,468.45,434.78,7.34,26.33,0.016882101292607758,paypal,desktop,US,0,standard,gold,3,3,1
1969,1969,UPS,overnight,national,3,2,-1,11.0,NC,NC,336.97,288.95,25.69,22.33,0.0889081155909327,card,desktop,NG,1,standard,gold,4,3,0
1970,1970,UPS,standard,local,5,5,0,5.0,NC,NC,180.4,164.65,7.34,8.41,0.044579410871545704,paypal,desktop,US,0,standard,gold,3,2,0
1971,1971,FedEx,standard,local,5,4,-1,2.0,NC,NC,78.27,66.35,8.04,3.88,0.12117558402411455,paypal,mobile,US,0,standard,gold,5,3,0
1972,1972,FedEx,standard,regional,6,4,-2,10.0,TX,NC,60.26,49.01,6.99,4.26,0.14262395429504185,card,desktop,US,0,standard,gold,1,1,0
1973,1973,UPS,standard,local,5,7,2,36.0,NC,NC,551.19,510.22,8.04,32.93,0.015757908353259374,card,desktop,US,0,standard,gold,5,3,1
1974,1974,UPS,standard,regional,6,6,0,6.0,NY,NC,332.53,299.42,8.04,25.07,0.026851913699819648,paypal,mobile,US,0,standard,gold,5,4,0
1975,1975,UPS,standard,national,7,7,0,26.0,NC,NC,354.72,330.08,6.99,17.65,0.021176684440135728,paypal,mobile,US,0,standard,gold,2,1,0
1976,1976,FedEx,expedited,regional,3,3,0,22.0,NC,NC,170.04,161.79,0.0,8.25,0.0,paypal,mobile,US,1,standard,gold,5,5,0
1977,1977,UPS,standard,local,5,5,0,3.0,NC,NC,472.96,441.48,8.04,23.44,0.018211470508290292,crypto,desktop,US,1,standard,gold,5,3,0
1978,1978,UPS,expedited,local,2,3,1,21.0,NC,NC,330.64,292.14,14.04,24.46,0.04805914972273567,card,mobile,CA,0,standard,gold,5,3,1
1979,1979,UPS,expedited,regional,3,4,1,11.0,NC,NC,568.02,517.63,13.34,37.05,0.02577130382705794,bank,mobile,US,0,standard,gold,3,3,1
1980,1980,UPS,standard,regional,6,7,1,26.0,FL,NC,101.68,89.42,7.34,4.92,0.08208454484455378,card,desktop,US,1,standard,gold,3,2,1
1981,1981,UPS,standard,local,5,5,0,32.0,NC,NC,95.28,83.33,6.99,4.96,0.08388335533421337,card,mobile,US,0,standard,gold,1,1,0
1982,1982,FedEx,standard,regional,6,6,0,30.0,NC,NC,863.28,791.77,8.74,62.77,0.011038559177538933,paypal,tablet,US,0,standard,gold,7,5,0
1983,1983,FedEx,expedited,regional,3,4,1,27.0,NC,NC,119.16,98.21,12.99,7.96,0.13226758985846657,card,desktop,US,0,standard,gold,1,1,1
1984,1984,USPS,expedited,local,2,4,2,20.0,NC,NC,884.64,801.4,14.74,68.5,0.01839281257798852,card,mobile,US,1,standard,gold,7,5,1
1985,1985,UPS,standard,national,7,7,0,32.0,NC,NC,169.27,158.45,0.0,10.82,0.0,paypal,tablet,US,1,standard,gold,2,2,0
1986,1986,FedEx,expedited,local,2,1,-1,33.0,NC,NC,243.62,213.99,13.34,16.29,0.06233936165241366,bank,mobile,US,0,standard,gold,3,1,0
1987,1987,UPS,standard,regional,6,4,-2,26.0,NC,NC,386.56,348.18,7.34,31.04,0.021081050031592854,card,desktop,CA,0,standard,gold,3,3,0
1988,1988,UPS,expedited,local,2,3,1,5.0,NC,NC,556.39,499.33,13.69,43.37,0.027416738429495525,card,mobile,US,0,standard,gold,4,4,1
1989,1989,UPS,overnight,national,3,2,-1,35.0,NC,NC,194.12,158.79,25.34,9.99,0.15958183764720701,card,mobile,US,0,standard,gold,3,3,0
1990,1990,UPS,standard,national,7,7,0,8.0,NC,NC,348.16,315.13,7.34,25.69,0.02329197474058325,card,desktop,US,0,standard,gold,3,3,0
1991,1991,USPS,standard,regional,6,6,0,32.0,NC,NC,361.25,330.52,7.69,23.04,0.02326636814716205,paypal,mobile,US,0,standard,gold,4,3,0
1992,1992,UPS,expedited,regional,3,3,0,13.0,NC,NC,51.06,35.85,12.99,2.22,0.3623430962343096,card,mobile,US,0,standard,gold,2,2,0
1993,1993,FedEx,expedited,regional,3,2,-1,27.0,NC,NC,460.98,423.76,14.04,23.18,0.03313196148763451,card,desktop,US,0,standard,gold,5,3,0
1994,1994,FedEx,standard,national,7,8,1,8.0,NC,NC,811.53,759.95,8.04,43.54,0.010579643397591945,paypal,desktop,US,0,standard,gold,5,5,1
1995,1995,UPS,standard,local,5,7,2,24.0,NC,NC,286.33,255.8,9.44,21.09,0.03690383111806098,card,mobile,US,0,standard,gold,9,4,1
1996,1996,USPS,standard,local,5,8,3,4.0,NC,NC,556.01,502.99,7.34,45.68,0.014592735442056502,card,desktop,US,0,standard,gold,3,3,1
1997,1997,UPS,expedited,regional,3,3,0,22.0,NC,NC,44.83,30.14,12.99,1.7,0.4309887193098872,card,mobile,US,0,standard,gold,1,1,0
1998,1998,FedEx,standard,local,5,3,-2,20.0,NC,NC,556.29,502.45,8.39,45.45,0.01669817892327595,card,desktop,US,0,standard,gold,6,3,0
1999,1999,UPS,standard,local,5,5,0,32.0,CA,NC,373.57,343.81,8.04,21.72,0.02338500916203717,bank,mobile,US,0,standard,gold,5,3,0
2000,2000,FedEx,expedited,regional,3,1,-2,15.0,NC,NC,29.07,15.29,12.99,0.79,0.8495748855461086,card,mobile,US,0,standard,gold,1,1,0
2001,2001,FedEx,standard,local,5,3,-2,18.0,NC,NC,185.41,169.71,6.99,8.71,0.04118790878557539,bank,mobile,US,0,standard,gold,1,1,0
2002,2002,FedEx,standard,local,5,4,-1,26.0,FL,NC,342.29,317.03,7.69,17.57,0.024256379522442674,card,mobile,US,0,standard,gold,4,3,0
2003,2003,FedEx,standard,regional,6,8,2,15.0,NC,NC,721.69,662.7,0.0,58.99,0.0,paypal,mobile,US,1,standard,gold,7,5,1
2004,2004,UPS,standard,local,5,5,0,4.0,NC,NC,1244.91,1150.81,8.74,85.36,0.00759465072427247,paypal,mobile,GB,0,standard,gold,7,3,0
2005,2005,FedEx,standard,regional,6,5,-1,10.0,NC,NC,170.0,153.45,7.69,8.86,0.05011404366243077,paypal,desktop,US,1,standard,gold,4,4,0
2006,2006,UPS,expedited,regional,3,4,1,33.0,NC,NC,151.59,129.35,12.99,9.25,0.10042520293776576,bank,desktop,CA,1,standard,gold,1,1,1
2007,2007,UPS,expedited,regional,3,3,0,13.0,NC,NC,744.59,689.68,14.39,40.52,0.020864748869040717,card,desktop,US,0,standard,gold,6,5,0
2008,2008,UPS,standard,local,5,7,2,25.0,NC,NC,84.53,73.1,6.99,4.44,0.09562243502051984,card,mobile,US,0,standard,gold,1,1,1
2009,2009,UPS,standard,local,5,6,1,20.0,NC,NC,53.81,42.94,6.99,3.88,0.16278528178854215,paypal,desktop,US,0,standard,gold,1,1,1
2010,2010,FedEx,standard,regional,6,7,1,27.0,NC,NC,451.6,407.47,7.69,36.44,0.01887255503472648,card,desktop,US,0,standard,gold,4,4,1
2011,2011,FedEx,standard,national,7,8,1,34.0,NC,NC,175.63,156.9,7.34,11.39,0.046781389420012746,bank,mobile,US,1,standard,gold,3,2,1
2012,2012,UPS,standard,regional,6,7,1,18.0,NC,NC,435.17,409.15,0.0,26.02,0.0,card,desktop,US,1,standard,gold,2,2,1
2013,2013,UPS,standard,regional,6,4,-2,13.0,NC,NC,125.94,112.58,6.99,6.37,0.06208918102682537,card,mobile,US,0,standard,gold,2,2,0
2014,2014,USPS,overnight,local,1,1,0,29.0,NC,NC,426.67,369.04,25.34,32.29,0.06866464339908952,card,mobile,US,0,standard,gold,3,3,0
2015,2015,UPS,expedited,local,2,2,0,2.0,NC,NC,145.41,123.25,13.34,8.82,0.10823529411764705,card,desktop,US,0,standard,gold,3,2,0
2016,2016,USPS,standard,regional,6,6,0,28.0,NC,NC,528.55,475.41,8.04,45.1,0.01691171830630403,paypal,mobile,US,0,standard,gold,5,4,0
2017,2017,UPS,standard,local,5,6,1,2.0,NC,NC,366.62,331.75,7.69,27.18,0.02318010550113037,card,desktop,US,1,standard,gold,4,4,1
2018,2018,FedEx,standard,local,5,7,2,8.0,NC,NC,310.13,285.93,8.04,16.16,0.028118770328402053,bank,mobile,US,0,standard,gold,5,4,1
2019,2019,FedEx,standard,regional,6,6,0,22.0,NC,NC,31.32,22.73,6.99,1.6,0.3075230972283326,card,mobile,IN,1,standard,gold,1,1,0
2020,2020,FedEx,standard,national,7,7,0,6.0,NC,NC,220.5,197.16,6.99,16.35,0.03545343883140597,card,mobile,US,0,standard,gold,2,2,0
2021,2021,USPS,standard,local,5,6,1,12.0,NC,NC,45.54,36.16,6.99,2.39,0.19330752212389382,card,desktop,US,1,standard,gold,2,2,1
2022,2022,FedEx,standard,local,5,4,-1,4.0,NC,NC,368.47,337.24,0.0,31.23,0.0,card,mobile,US,1,standard,gold,2,1,0
2023,2023,UPS,standard,regional,6,6,0,35.0,NC,NC,1591.74,1494.43,9.44,87.87,0.006316789679008049,bank,mobile,US,0,standard,gold,9,5,0
2024,2024,FedEx,standard,local,5,5,0,18.0,NC,NC,1142.51,1049.23,8.04,85.24,0.0076627622161013305,card,mobile,US,0,standard,gold,5,4,0
2025,2025,FedEx,overnight,local,1,2,1,8.0,IL,NC,400.22,342.81,27.09,30.32,0.07902336571278551,bank,desktop,US,0,standard,gold,8,5,1
2026,2026,UPS,standard,local,5,8,3,27.0,NC,NC,514.47,479.17,8.74,26.56,0.018239873113926164,card,desktop,US,0,standard,gold,7,5,1
2027,2027,FedEx,standard,local,5,6,1,24.0,NC,NC,304.83,278.86,7.69,18.28,0.027576561715556194,card,desktop,US,0,standard,gold,4,3,1
2028,2028,UPS,expedited,regional,3,4,1,29.0,NC,NC,186.48,163.92,12.99,9.57,0.07924597364568083,card,mobile,US,0,standard,gold,2,2,1
2029,2029,UPS,standard,national,7,7,0,19.0,NC,NC,196.14,175.29,8.04,12.81,0.04586684922129043,bank,desktop,US,0,standard,gold,5,3,0
2030,2030,USPS,overnight,local,1,1,0,23.0,NC,NC,284.41,242.52,24.99,16.9,0.10304304799604155,card,mobile,US,0,standard,gold,2,1,0
2031,2031,FedEx,standard,local,5,5,0,15.0,NC,NC,1074.28,983.97,8.74,81.57,0.008882384625547527,card,desktop,US,0,standard,gold,7,5,0
2032,2032,USPS,standard,local,5,6,1,27.0,NC,NC,152.87,137.45,6.99,8.43,0.05085485631138596,card,desktop,US,0,standard,gold,1,1,1
2033,2033,UPS,standard,regional,6,7,1,16.0,NC,NC,613.11,564.01,9.09,40.01,0.016116735518873777,card,desktop,US,0,standard,gold,8,4,1
2034,2034,UPS,expedited,regional,3,3,0,16.0,NC,NC,689.34,619.0,14.04,56.3,0.02268174474959612,paypal,desktop,US,0,standard,gold,5,4,0
2035,2035,UPS,expedited,regional,3,7,4,7.0,NC,NC,519.15,477.08,13.69,28.38,0.028695396998406977,card,mobile,US,1,standard,gold,4,4,1
2036,2036,UPS,standard,regional,6,6,0,18.0,NC,NC,99.61,87.73,6.99,4.89,0.07967627949390174,bank,desktop,US,0,standard,gold,1,1,0
2037,2037,UPS,expedited,regional,3,6,3,14.0,NC,NC,1163.19,1053.18,15.44,94.57,0.014660361951423307,card,mobile,US,0,standard,gold,9,5,1
2038,2038,FedEx,overnight,regional,2,3,1,14.0,WA,NC,171.4,133.47,25.69,12.24,0.19247771034689445,card,mobile,US,1,standard,gold,4,3,1
2039,2039,FedEx,expedited,regional,3,3,0,26.0,NC,NC,993.33,906.28,14.39,72.66,0.015878095069956306,paypal,mobile,US,0,standard,gold,6,4,0
2040,2040,USPS,expedited,regional,3,3,0,27.0,NC,NC,149.4,129.06,12.99,7.35,0.100650860065086,paypal,mobile,US,0,standard,gold,2,1,0
2041,2041,FedEx,standard,local,5,5,0,13.0,NC,NC,165.52,145.03,7.34,13.15,0.050610218575467145,bank,desktop,US,0,standard,gold,3,3,0
2042,2042,UPS,standard,local,5,4,-1,24.0,NC,NC,114.52,101.27,6.99,6.26,0.06902340278463513,card,desktop,US,0,standard,gold,1,1,0
2043,2043,USPS,overnight,regional,2,6,4,13.0,CA,NC,794.12,706.65,25.69,61.78,0.036354631005448244,card,desktop,US,1,standard,gold,4,4,1
2044,2044,FedEx,standard,local,5,6,1,25.0,NC,NC,70.19,59.2,6.99,4.0,0.11807432432432433,crypto,desktop,GB,0,standard,gold,2,1,1
2045,2045,FedEx,expedited,local,2,1,-1,33.0,NC,NC,313.4,275.2,12.99,25.21,0.047202034883720934,card,mobile,US,0,standard,gold,2,1,0
2046,2046,FedEx,standard,national,7,10,3,35.0,NC,NC,1131.73,1035.35,8.39,87.99,0.008103539865745885,card,mobile,US,0,standard,gold,6,5,1
2047,2047,UPS,standard,local,5,5,0,13.0,NC,NC,260.97,240.53,6.99,13.45,0.029060824013636553,card,tablet,US,0,standard,gold,1,1,0
2048,2048,USPS,standard,regional,6,6,0,15.0,NC,NC,122.08,106.83,6.99,8.26,0.06543105869137883,paypal,mobile,US,0,standard,gold,2,2,0
2049,2049,FedEx,expedited,regional,3,4,1,12.0,FL,NC,275.12,244.67,14.39,16.06,0.05881391261699433,card,mobile,US,0,standard,gold,6,5,1
2050,2050,USPS,expedited,local,2,3,1,28.0,NC,NC,554.48,498.13,14.39,41.96,0.02888804127436613,card,tablet,US,0,standard,gold,6,5,1
2051,2051,UPS,standard,regional,6,6,0,19.0,NC,NC,506.86,467.74,8.04,31.08,0.01718903664428956,card,mobile,US,0,standard,gold,5,4,0
2052,2052,UPS,standard,regional,6,6,0,5.0,NC,NC,316.18,286.31,7.69,22.18,0.026858998987111873,card,desktop,US,0,standard,gold,4,3,0
2053,2053,FedEx,expedited,local,2,2,0,23.0,NC,NC,337.59,304.17,13.69,19.73,0.04500772594272939,paypal,mobile,US,0,standard,gold,4,4,0
2054,2054,FedEx,standard,regional,6,5,-1,32.0,NC,NC,703.1,638.04,7.69,57.37,0.012052535891166699,paypal,desktop,US,1,standard,gold,4,3,0
2055,2055,FedEx,expedited,regional,3,3,0,6.0,NC,NC,881.12,792.18,14.04,74.9,0.01772324471710975,paypal,mobile,US,0,standard,gold,5,3,0
2056,2056,UPS,standard,local,5,5,0,21.0,NC,NC,626.56,588.89,8.04,29.63,0.013652804428670888,card,mobile,US,0,standard,gold,5,3,0
2057,2057,FedEx,standard,regional,6,6,0,30.0,NC,NC,264.83,244.53,8.04,12.26,0.03287940130045393,card,mobile,US,0,standard,gold,5,4,0
2058,2058,FedEx,standard,local,5,7,2,34.0,NC,NC,634.79,590.34,7.69,36.76,0.013026391570959108,card,mobile,US,0,standard,gold,4,3,1
2059,2059,USPS,standard,regional,6,6,0,30.0,NC,NC,749.86,697.21,8.04,44.61,0.011531676252492074,card,mobile,US,0,standard,gold,5,4,0
2060,2060,FedEx,expedited,regional,3,4,1,15.0,NC,NC,509.69,456.09,14.04,39.56,0.030783398013549956,card,desktop,US,0,standard,gold,5,4,1
2061,2061,FedEx,expedited,regional,3,3,0,3.0,NC,NC,399.33,364.22,15.09,20.02,0.04143100323980012,card,desktop,US,0,standard,gold,8,5,0
2062,2062,FedEx,standard,local,5,6,1,32.0,NC,NC,596.59,554.25,0.0,42.34,0.0,card,mobile,US,1,standard,gold,4,3,1
2063,2063,USPS,standard,regional,6,7,1,35.0,NC,NC,309.78,278.63,8.04,23.11,0.028855471413702757,card,desktop,US,0,standard,gold,5,4,1
2064,2064,UPS,standard,local,5,4,-1,30.0,NC,NC,396.35,374.24,0.0,22.11,0.0,paypal,desktop,US,1,standard,gold,3,2,0
2065,2065,UPS,standard,regional,6,10,4,21.0,NC,NC,1000.08,906.97,9.09,84.02,0.010022382217713927,bank,desktop,US,0,standard,gold,8,5,1
2066,2066,FedEx,standard,local,5,6,1,13.0,NC,NC,1410.16,1287.01,8.39,114.76,0.0065189858664656845,paypal,desktop,US,1,standard,gold,6,5,1
2067,2067,FedEx,expedited,regional,3,2,-1,7.0,NC,NC,733.01,683.0,14.04,35.97,0.02055636896046852,card,desktop,US,0,standard,gold,5,5,0
2068,2068,FedEx,standard,regional,6,7,1,25.0,NC,NC,70.63,60.21,6.99,3.43,0.11609367214748381,card,mobile,US,0,standard,gold,2,2,1
2069,2069,FedEx,expedited,local,2,2,0,10.0,NC,NC,419.9,379.72,14.74,25.44,0.0388180764774044,card,mobile,US,0,standard,gold,7,4,0
2070,2070,USPS,expedited,national,4,3,-1,22.0,NC,NC,46.7,31.59,12.99,2.12,0.41120607787274455,card,desktop,US,0,standard,gold,1,1,0
2071,2071,UPS,standard,regional,6,7,1,10.0,NC,NC,997.5,935.79,8.74,52.97,0.009339702283632012,paypal,mobile,US,0,standard,gold,7,5,1
2072,2072,UPS,standard,local,5,5,0,22.0,NC,NC,473.61,436.93,7.69,28.99,0.017600073238276153,paypal,mobile,US,0,standard,gold,4,3,0
2073,2073,UPS,overnight,local,1,1,0,29.0,NC,NC,333.25,286.41,26.39,20.45,0.09214063754757165,paypal,mobile,US,0,standard,gold,6,4,0
2074,2074,USPS,expedited,national,4,5,1,2.0,NC,NC,392.23,357.68,14.04,20.51,0.03925296354283158,bank,mobile,US,0,standard,gold,5,4,1
2075,2075,UPS,expedited,regional,3,4,1,5.0,NC,NC,367.48,335.98,14.04,17.46,0.041788201678671345,card,mobile,US,1,standard,gold,5,2,1
2076,2076,FedEx,standard,regional,6,8,2,13.0,NC,NC,687.48,636.12,9.09,42.27,0.014289756649688738,card,desktop,CA,0,standard,gold,8,5,1
2077,2077,FedEx,standard,regional,6,7,1,19.0,NC,NC,291.93,264.48,7.34,20.11,0.02775257108287961,card,mobile,US,0,standard,gold,3,3,1
2078,2078,USPS,standard,local,5,4,-1,14.0,NC,NC,84.18,70.73,6.99,6.46,0.09882652339884065,card,desktop,US,0,standard,gold,1,1,0
2079,2079,USPS,standard,national,7,9,2,3.0,NC,NC,1208.11,1135.04,8.74,64.33,0.007700169157034114,card,desktop,US,1,standard,gold,7,4,1
2080,2080,USPS,standard,local,5,6,1,32.0,NC,NC,246.85,227.34,0.0,19.51,0.0,paypal,tablet,US,1,standard,gold,2,2,1
2081,2081,USPS,standard,national,7,8,1,9.0,NC,NC,16.31,8.68,6.99,0.64,0.805299539170507,card,mobile,US,0,standard,gold,1,1,1
2082,2082,USPS,standard,regional,6,6,0,7.0,NC,NC,256.55,229.34,7.34,19.87,0.03200488357896573,paypal,desktop,US,1,standard,gold,3,3,0
2083,2083,UPS,standard,regional,6,6,0,10.0,NC,NC,323.14,298.92,7.34,16.88,0.024555064900307774,card,mobile,US,1,standard,gold,3,3,0
2084,2084,UPS,expedited,regional,3,4,1,19.0,NC,NC,542.39,481.48,15.79,45.12,0.03279471629143474,card,mobile,US,1,standard,gold,10,5,1
2085,2085,USPS,standard,regional,6,8,2,7.0,NC,NC,31.29,29.6,0.0,1.69,0.0,card,desktop,US,1,standard,gold,1,1,1
2086,2086,UPS,standard,regional,6,7,1,20.0,NC,NC,105.84,92.4,6.99,6.45,0.07564935064935065,card,mobile,US,0,standard,gold,1,1,1
