order_id,customer_id,order_total,order_subtotal,shipping_fee,tax_amount,risk_score,payment_method,device_type,ip_country,promo_used,customer_segment,loyalty_tier,gender,state,shipping_state,shipping_method,distance_band,promised_days,actual_days,items_per_order,unique_products,avg_item_price,customer_age,account_age_days,shipping_to_subtotal_ratio,tax_to_subtotal_ratio,is_fraud
2088,4,401.26,367.71,7.69,25.86,40.3,card,tablet,CA,0,standard,gold,Male,NC,NC,standard,local,5,6,4,2,63.894999999999996,20.01368925393566,32,0.020913219656794758,0.07032715999020968,0
2089,4,214.75,194.53,7.34,12.88,21.0,card,mobile,US,0,standard,gold,Male,NC,CO,standard,national,7,6,3,2,89.39500000000001,20.112251882272417,67,0.03773196936205212,0.0662108672184239,0
2090,4,195.25,160.68,26.04,8.53,24.5,card,mobile,US,0,standard,gold,Male,NC,NC,overnight,regional,2,3,5,4,38.222500000000004,19.9315537303217,2,0.16206123973114264,0.053086880756783666,0
2091,4,430.36,391.81,7.69,30.86,61.1,card,mobile,CA,1,standard,gold,Male,NC,NC,standard,regional,6,5,4,3,114.26666666666667,20.030116358658454,37,0.019626859957632525,0.07876266557770348,0
2092,4,765.4,694.41,14.04,56.95,38.4,card,desktop,US,0,standard,gold,Male,NC,NC,expedited,local,2,4,5,5,138.882,20.331279945242983,148,0.020218602842700998,0.08201206779856282,0
2093,4,306.49,258.29,24.99,23.21,43.4,crypto,desktop,US,1,standard,gold,Male,NC,NC,overnight,regional,2,4,2,2,129.14499999999998,20.240930869267626,114,0.0967517131905997,0.08986023462000077,0
2094,4,133.9,118.81,6.99,8.1,1.4,bank,desktop,US,0,standard,gold,Male,NC,NC,standard,national,7,6,1,1,118.81,20.386036960985628,168,0.05883343152933255,0.06817607945459137,0
2095,4,267.2,241.44,6.99,18.77,10.3,bank,desktop,CA,0,standard,gold,Male,NC,NC,standard,local,5,5,2,2,120.72,20.10403832991102,64,0.028951292246520877,0.07774188204108681,0
2096,4,121.54,102.53,13.69,5.32,3.0,paypal,tablet,US,0,standard,gold,Male,NC,NC,expedited,local,2,3,4,4,25.6325,20.290212183436,132,0.1335218960304301,0.051887252511460064,0
2097,4,436.43,407.74,8.04,20.65,68.6,paypal,mobile,IN,0,standard,gold,Male,NC,NC,standard,local,5,5,5,4,80.0025,19.939767282683093,4,0.019718448030607738,0.05064501888458331,0
2098,4,178.4,163.05,6.99,8.36,3.2,card,tablet,US,0,standard,gold,Male,NC,NC,standard,regional,6,5,1,1,163.05,20.37782340862423,165,0.042870285188592455,0.05127261576203618,0
2099,4,170.83,149.17,7.69,13.97,14.9,paypal,mobile,US,0,standard,gold,Male,NC,CO,standard,national,7,8,4,4,37.292500000000004,20.21902806297057,106,0.05155192062747202,0.09365153851310587,0
2100,4,76.28,64.53,6.99,4.76,30.6,card,desktop,US,0,standard,gold,Male,NC,FL,standard,regional,6,6,1,1,64.53,19.93429158110883,2,0.10832171083217108,0.0737641407097474,0
2101,4,384.55,333.66,24.99,25.9,50.6,card,mobile,US,0,standard,gold,Male,NC,TX,overnight,local,1,2,2,2,166.82999999999998,20.16974674880219,89,0.07489660133069591,0.07762392855002097,0
2102,4,1032.96,972.05,8.74,52.17,90.6,paypal,desktop,US,0,standard,gold,Male,NC,NY,standard,regional,6,5,7,4,120.10249999999999,20.38877481177276,168,0.0089913070315313,0.05367007869965537,0
2103,4,383.94,340.11,14.39,29.44,17.1,card,mobile,US,0,standard,gold,Male,NC,NC,expedited,national,4,4,6,5,65.898,20.202600958247775,100,0.04230984093381553,0.08656023051365734,0
2104,4,359.52,322.64,6.99,29.89,9.1,paypal,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,7,2,2,161.32,20.279260780287473,129,0.021665013637490703,0.092641953880486,0
2105,4,86.04,73.56,7.34,5.14,4.4,card,desktop,US,1,standard,gold,Male,NC,NC,standard,national,7,7,3,2,25.415,20.060232717316907,49,0.09978249048395867,0.06987493202827623,0
2106,4,382.86,357.14,7.69,18.03,33.5,card,desktop,US,1,standard,gold,Male,NC,NC,standard,local,5,5,4,4,89.285,19.953456536618756,9,0.021532172257378062,0.05048440387523101,0
2107,4,517.61,460.27,14.74,42.6,22.9,card,desktop,US,0,standard,gold,Male,NC,NC,expedited,local,2,3,7,4,75.2925,20.229979466119097,110,0.03202468116540292,0.09255437026093381,0
2108,4,538.16,485.19,8.04,44.93,42.3,card,tablet,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,5,3,103.77333333333333,19.969883641341546,15,0.016570827923081677,0.0926028978338383,0
2109,4,652.55,604.28,13.34,34.93,54.1,card,mobile,US,0,standard,gold,Male,NC,NC,expedited,national,4,4,3,2,181.385,20.087611225188226,58,0.02207585887336996,0.05780432911895148,0
2110,4,807.19,750.72,13.69,42.78,73.8,card,desktop,US,0,standard,gold,Male,NC,NC,expedited,regional,3,7,4,3,167.95666666666668,19.972621492128678,16,0.018235826939471438,0.05698529411764706,1
2111,4,576.34,508.66,25.69,41.99,30.6,bank,mobile,US,1,standard,gold,Male,NC,NC,overnight,regional,2,3,4,2,156.12,20.306639288158795,138,0.05050524908583336,0.08255023001612079,0
2112,4,1388.54,1274.47,15.09,98.98,94.5,paypal,desktop,US,0,standard,gold,Male,NC,NC,expedited,national,4,9,8,3,149.53333333333333,20.2217659137577,108,0.011840215932897597,0.07766365626495719,1
2113,4,499.43,461.0,12.99,25.44,21.4,paypal,mobile,US,0,standard,gold,Male,NC,NC,expedited,regional,3,3,2,1,230.5,20.243668720054757,116,0.028177874186550978,0.05518438177874187,0
2114,4,563.37,515.46,13.69,34.22,67.2,card,mobile,US,0,standard,gold,Male,NC,NC,expedited,regional,3,2,4,4,128.865,19.942505133470227,5,0.026558801846894034,0.06638730454351452,0
2115,4,24.95,16.91,6.99,1.05,17.1,card,mobile,CA,0,standard,gold,Male,NC,NC,standard,regional,6,6,1,1,16.91,19.969883641341546,15,0.4133648728562981,0.06209343583678297,0
2116,4,374.09,337.49,8.39,28.21,30.4,card,mobile,US,1,standard,gold,Male,NC,NC,standard,regional,6,8,6,5,61.577999999999996,20.082135523613964,57,0.02485999585172894,0.08358766185664761,0
2117,4,597.14,552.02,8.04,37.08,49.6,card,tablet,US,0,standard,gold,Male,NC,NC,standard,regional,6,9,5,3,128.45333333333335,19.94524298425736,7,0.014564689685156333,0.06717147929422847,1
2118,4,698.01,647.36,14.39,36.26,49.8,card,mobile,US,0,standard,gold,Male,NC,NC,expedited,national,4,7,6,5,105.96400000000001,20.369609856262834,161,0.022228744438952053,0.056012110726643596,0
2119,4,754.28,701.02,8.74,44.52,49.3,paypal,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,7,7,5,100.14200000000001,20.251882272416154,118,0.012467547288237141,0.0635074605574734,0
2120,4,388.8,353.66,14.04,21.1,25.8,card,desktop,US,1,standard,gold,Male,NC,NC,expedited,national,4,4,5,4,72.2825,20.076659822039698,54,0.039699146072499004,0.059661822089012044,0
2121,4,177.61,159.43,7.34,10.84,18.1,paypal,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,3,2,69.56,19.923340177960302,0,0.04603901398732986,0.06799222229191494,0
2122,4,117.84,104.51,6.99,6.34,11.8,card,desktop,US,1,standard,gold,Male,NC,NC,standard,regional,6,5,1,1,104.51,19.98904859685147,22,0.06688355181322361,0.06066405128695818,0
2123,4,370.78,341.07,7.69,22.02,16.2,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,5,4,3,85.91333333333334,20.347707049965777,153,0.022546691295042075,0.06456152695927522,0
2124,4,345.8,313.63,6.99,25.18,53.2,card,desktop,BR,0,standard,gold,Male,NC,WA,standard,local,5,4,2,2,156.815,20.38877481177276,169,0.022287408730032203,0.08028568695596722,0
2125,4,894.84,816.91,8.04,69.89,74.5,card,tablet,US,0,standard,gold,Male,NC,NC,standard,national,7,9,5,4,153.4925,19.904175222450377,0,0.009841965455190902,0.08555410020687713,1
2126,4,649.79,590.72,7.69,51.38,46.2,card,tablet,US,0,standard,gold,Male,NC,NC,standard,national,7,6,4,3,140.70000000000002,20.10403832991102,64,0.013018011917659805,0.08697860238353196,0
2127,4,756.85,713.52,7.34,35.99,68.7,paypal,mobile,US,1,standard,gold,Male,NC,NC,standard,local,5,5,3,2,236.005,20.073921971252567,54,0.010287027693687634,0.05044007175692342,0
2128,4,509.77,458.82,26.39,24.56,22.3,card,desktop,US,0,standard,gold,Male,NC,NC,overnight,regional,2,3,6,4,60.44,20.197125256673512,98,0.05751710910596748,0.05352861688679656,0
2129,4,227.1,195.61,14.74,16.75,12.3,card,mobile,US,0,standard,gold,Male,NC,NC,expedited,local,2,2,7,4,25.947499999999998,20.0684462696783,51,0.07535402075558509,0.0856295690404376,0
2130,4,329.01,286.58,25.69,16.74,16.0,bank,mobile,US,1,standard,gold,Male,NC,NC,overnight,regional,2,3,4,3,55.10666666666666,20.021902806297057,35,0.08964338055691257,0.058413008583990504,0
2131,4,704.96,653.63,7.69,43.64,48.1,bank,desktop,US,1,standard,gold,Male,NC,NC,standard,local,5,5,4,2,131.16500000000002,20.13141683778234,75,0.011765065862949987,0.0667656013340881,0
2132,4,123.78,108.52,6.99,8.27,5.8,paypal,mobile,US,1,standard,gold,Male,NC,NC,standard,local,5,5,2,2,54.260000000000005,20.36413415468857,160,0.06441208993733874,0.07620715075562108,0
2133,4,192.96,172.45,6.99,13.52,5.5,card,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,3,2,2,86.225,20.197125256673512,99,0.04053348796752682,0.07839953609741955,0
2134,4,269.76,242.52,6.99,20.25,8.7,bank,mobile,US,1,standard,gold,Male,NC,NC,standard,regional,6,6,2,1,121.26,20.229979466119097,110,0.028822365165759523,0.08349826818406729,0
2135,4,132.94,118.81,6.99,7.14,4.2,paypal,mobile,US,0,standard,gold,Male,NC,NC,standard,national,7,7,1,1,118.81,20.268309377138944,124,0.05883343152933255,0.06009595151923238,0
2136,4,246.26,222.15,8.74,15.37,13.4,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,6,7,4,39.722500000000004,20.164271047227928,86,0.039342786405581816,0.0691874859329282,0
2137,4,421.89,384.61,13.69,23.59,35.7,card,mobile,US,1,standard,gold,Male,NC,NC,expedited,regional,3,4,4,4,96.1525,20.16700889801506,87,0.035594498322976516,0.06133485868802163,0
2138,4,657.86,600.53,8.39,48.94,28.7,paypal,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,3,6,4,142.0825,20.057494866529773,47,0.013970992290143707,0.08149467969959868,0
2139,4,37.97,29.1,6.99,1.88,33.0,crypto,mobile,NG,0,standard,gold,Male,NC,NC,standard,regional,6,7,1,1,29.1,20.355920602327174,156,0.24020618556701032,0.06460481099656357,0
2140,4,368.11,337.06,7.69,23.36,43.5,card,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,4,4,3,81.55333333333334,19.93429158110883,3,0.022814929092743134,0.06930516821930813,0
2141,4,959.01,877.23,9.09,72.69,84.5,card,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,7,8,5,111.43199999999999,20.15879534565366,85,0.010362162716733353,0.08286310317704593,0
2142,4,995.55,901.1,26.74,67.71,64.1,bank,desktop,US,0,standard,gold,Male,NC,NC,overnight,local,1,2,7,5,114.2,20.28473648186174,130,0.02967484185994895,0.07514149372988568,0
2143,4,175.29,155.07,7.69,12.53,3.8,paypal,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,7,4,3,37.376666666666665,20.18069815195072,92,0.049590507512736186,0.08080221835300187,0
2144,4,565.82,511.46,14.39,39.97,71.7,card,mobile,US,0,standard,gold,Male,NC,AZ,expedited,national,4,3,6,5,68.35,20.016427104722794,33,0.028135142533140423,0.07814882884292026,0
2145,4,1237.55,1141.69,9.44,86.42,93.6,card,mobile,US,0,standard,gold,Male,NC,NC,standard,national,7,10,9,5,138.88400000000001,20.27652292950034,128,0.008268444148586743,0.07569480331788839,0
2146,4,317.15,291.21,8.39,17.55,15.3,paypal,tablet,US,0,standard,gold,Male,NC,NC,standard,local,5,5,6,5,52.214,19.975359342915812,17,0.02881082380412761,0.06026578757597611,0
2147,4,96.6,83.33,6.99,6.28,18.0,card,desktop,BR,0,standard,gold,Male,NC,NC,standard,local,5,4,1,1,83.33,19.956194387405887,10,0.08388335533421337,0.07536301452058083,0
2148,4,742.13,693.87,9.09,39.17,85.9,crypto,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,7,8,5,70.964,20.36413415468857,159,0.013100436681222707,0.056451496678052084,0
2149,4,546.05,493.7,24.99,27.36,36.1,bank,mobile,US,0,standard,gold,Male,NC,NC,overnight,national,3,2,2,1,246.85,19.964407939767284,14,0.050617784079400444,0.05541827020457768,0
2150,4,75.23,59.2,12.99,3.04,2.4,paypal,desktop,US,0,standard,gold,Male,NC,NC,expedited,local,2,1,2,1,29.6,20.202600958247775,100,0.21942567567567567,0.05135135135135135,0
2151,4,256.62,229.89,13.69,13.04,21.1,card,desktop,US,0,standard,gold,Male,NC,WA,expedited,regional,3,5,4,3,44.35,20.317590691307323,143,0.05955021967027709,0.056722780460220106,0
2152,4,283.3,253.49,8.39,21.42,11.1,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,5,6,5,48.036,20.366872005475702,161,0.0330979525819559,0.08450037476823544,0
2153,4,96.97,83.33,6.99,6.65,3.5,card,tablet,US,0,standard,gold,Male,NC,NC,standard,regional,6,8,1,1,83.33,20.31211498973306,140,0.08388335533421337,0.07980319212768511,0
2154,4,687.52,632.59,8.74,46.19,67.6,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,6,7,4,80.0475,19.953456536618756,9,0.01381621587442103,0.07301727817385668,0
2155,4,1015.75,933.19,8.74,73.82,88.9,card,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,5,7,5,158.84,19.969883641341546,15,0.009365724021903363,0.07910500541154533,0
2156,4,689.61,628.57,8.74,52.3,58.6,card,mobile,US,1,standard,gold,Male,NC,NC,standard,regional,6,9,7,5,85.85,20.17248459958932,90,0.013904577055856944,0.0832047345562149,1
2157,4,465.4,434.44,8.74,22.22,14.5,paypal,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,9,7,5,67.284,20.249144421629023,117,0.020117852868060032,0.051146303286990144,0
2158,4,256.55,228.1,7.69,20.76,14.0,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,5,4,3,59.696666666666665,20.10130047912389,63,0.03371328364752302,0.09101271372205175,0
2159,4,159.8,124.28,25.69,9.83,25.0,card,mobile,US,0,standard,gold,Male,NC,FL,overnight,regional,2,3,4,3,31.72666666666667,20.10130047912389,63,0.20671065336337305,0.07909559060186676,0
2160,4,372.16,344.98,7.69,19.49,32.3,paypal,mobile,US,1,standard,gold,Male,NC,NC,standard,regional,6,7,4,2,136.22,20.0,26,0.022291147312887703,0.056496028755290154,0
2161,4,568.46,517.01,8.74,42.71,25.8,card,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,7,7,5,85.26599999999999,20.04928131416838,44,0.01690489545656757,0.08260962070366144,0
2162,4,800.06,727.64,8.74,63.68,62.3,card,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,8,7,5,125.018,20.18343600273785,93,0.012011434225716013,0.08751580451871804,0
2163,4,301.25,268.46,8.39,24.4,23.3,card,mobile,US,1,standard,gold,Male,NC,NC,standard,local,5,5,6,3,44.74333333333333,20.027378507871322,37,0.031252328093570744,0.09088877300156448,0
2164,4,515.97,473.95,8.04,33.98,37.3,card,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,5,4,93.615,20.12046543463381,71,0.01696381474839118,0.07169532651123536,0
2165,4,421.61,381.61,8.74,31.26,40.3,card,mobile,GB,0,standard,gold,Male,NC,NC,standard,regional,6,7,7,5,50.233999999999995,20.251882272416154,118,0.022902963758811352,0.08191609234558843,0
2166,4,338.66,307.72,9.09,21.85,21.3,card,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,5,8,4,53.125,19.96167008898015,13,0.029539841414272714,0.07100610945014948,0
2167,4,212.02,183.01,13.34,15.67,8.8,paypal,mobile,US,1,standard,gold,Male,NC,NC,expedited,regional,3,3,3,2,68.95,20.334017796030118,148,0.07289219168351456,0.08562373640784657,0
2168,4,474.3,431.4,7.34,35.56,39.4,card,desktop,NG,0,standard,gold,Male,NC,NC,standard,national,7,8,3,3,143.79999999999998,20.320328542094455,144,0.01701437181270283,0.08242929995363932,0
2169,4,413.02,372.15,7.69,33.18,12.6,bank,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,5,4,4,93.0375,20.030116358658454,37,0.020663710869273145,0.08915759774284564,0
2170,4,321.19,290.84,14.39,15.96,35.6,card,mobile,US,1,standard,gold,Male,NC,NC,expedited,regional,3,4,6,4,63.487500000000004,19.90965092402464,0,0.049477375876770736,0.05487553293907304,0
2171,4,54.35,45.06,6.99,2.3,6.1,card,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,1,1,45.06,19.967145790554415,14,0.15512649800266312,0.051043053706169544,0
2172,4,779.36,728.3,7.69,43.37,44.9,bank,mobile,US,0,standard,gold,Male,NC,NC,standard,national,7,8,4,2,167.2,20.3750855578371,163,0.01055883564465193,0.05954963613895373,0
2173,4,31.53,23.16,6.99,1.38,2.3,card,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,3,1,1,23.16,20.05201916495551,46,0.3018134715025907,0.05958549222797927,0
2174,4,191.88,169.56,7.34,14.98,22.4,card,desktop,US,0,standard,gold,Male,NC,AZ,standard,regional,6,5,3,2,49.415000000000006,20.161533196440793,85,0.04328851144137768,0.08834630809153102,0
2175,4,71.13,58.84,6.99,5.3,14.9,card,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,2,2,29.42,19.939767282683093,4,0.11879673691366417,0.09007477906186268,0
2176,4,127.52,113.2,7.69,6.63,4.1,card,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,5,4,3,25.643333333333334,20.210814510609172,103,0.06793286219081272,0.05856890459363957,0
2177,4,644.63,600.06,8.04,36.53,45.6,card,desktop,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,5,3,130.34666666666666,20.043805612594113,43,0.013398660133986601,0.060877245608772466,0
2178,4,259.73,233.52,14.04,12.17,14.2,bank,mobile,GB,0,standard,gold,Male,NC,NC,expedited,regional,3,4,5,4,44.075,20.386036960985628,167,0.06012332990750256,0.05211545049674546,0
2179,4,1000.53,914.28,0.0,86.25,84.6,bank,mobile,US,1,standard,gold,Male,NC,NC,standard,regional,6,7,4,3,195.88333333333333,20.04928131416838,44,0.0,0.0943365271032944,0
2180,4,254.76,229.72,7.69,17.35,9.7,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,4,4,4,57.42999999999999,20.27378507871321,127,0.033475535434441935,0.07552672819084102,0
2181,4,101.06,88.0,6.99,6.07,14.2,paypal,desktop,CA,0,standard,gold,Male,NC,NC,standard,national,7,6,1,1,88.0,19.94798083504449,8,0.07943181818181819,0.06897727272727273,0
2182,4,215.18,194.2,7.34,13.64,8.1,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,6,3,2,50.705000000000005,20.262833675564682,123,0.037796086508753865,0.0702368692070031,0
2183,4,97.66,84.9,7.69,5.07,5.2,card,desktop,US,1,standard,gold,Male,NC,NC,standard,regional,6,7,4,3,22.439999999999998,20.358658453114305,158,0.09057714958775029,0.05971731448763251,0
2184,4,447.02,409.36,6.99,30.67,14.6,bank,desktop,US,0,standard,gold,Male,NC,NC,standard,national,7,9,2,1,204.68,20.125941136208077,72,0.017075434825092828,0.07492182919679499,1
2185,4,460.93,420.0,6.99,33.94,18.3,paypal,mobile,US,0,standard,gold,Male,NC,NC,standard,national,7,6,2,1,210.0,20.39425051334702,170,0.016642857142857143,0.0808095238095238,0
2186,4,396.87,341.42,24.99,30.46,11.8,bank,desktop,US,0,standard,gold,Male,NC,NC,overnight,national,3,2,2,1,170.71,20.161533196440793,85,0.07319430613320836,0.08921562884423877,0
2187,4,162.56,143.04,6.99,12.53,7.0,card,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,4,1,1,143.04,20.060232717316907,49,0.04886744966442953,0.08759787472035795,0
2188,4,360.41,332.66,7.69,20.06,21.5,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,5,4,4,83.165,20.060232717316907,48,0.023116695725365236,0.06030180965550411,0
2189,4,655.65,592.55,8.39,54.71,44.5,card,mobile,US,0,standard,gold,Male,NC,NC,standard,local,5,6,6,5,112.756,20.347707049965777,154,0.014159142688380729,0.09232976120158637,0
2190,4,39.92,31.11,6.99,1.82,13.0,card,mobile,US,0,standard,gold,Male,NC,NC,standard,regional,6,6,1,1,31.11,19.94524298425736,6,0.22468659594985535,0.0585020893603343,0
2191,4,637.74,585.34,8.74,43.66,44.7,card,desktop,US,0,standard,gold,Male,NC,NC,standard,national,7,8,7,4,76.2825,20.142368240930868,78,0.014931492807599003,0.07458912768647281,0
2192,4,324.56,295.88,8.04,20.64,11.1,paypal,desktop,US,0,standard,gold,Male,NC,NC,standard,local,5,4,5,5,59.176,20.019164955509925,33,0.02717317831553332,0.0697580100040557,0
2193,4,611.78,551.58,26.74,33.46,41.6,paypal,mobile,US,1,standard,gold,Male,NC,NC,overnight,national,3,4,7,5,72.71799999999999,20.175222450376456,90,0.0484789151165742,0.06066209797309547,0
2194,5,283.89,259.06,7.69,17.14,1.7,paypal,mobile,US,1,standard,silver,Female,AZ,AZ,standard,national,7,7,4,3,53.61666666666667,53.637234770705,154,0.029684243032502125,0.06616227900872385,0
2195,5,763.0,700.76,7.69,54.55,20.0,card,mobile,US,1,standard,silver,Female,AZ,AZ,standard,regional,6,8,4,4,175.19,53.81245722108145,218,0.010973799874422057,0.0778440550259718,0
2196,5,505.76,457.26,7.69,40.81,4.4,card,mobile,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,7,4,3,119.25666666666666,53.66461327857632,164,0.016817565498840923,0.0892490049424835,0
2197,5,798.69,751.77,8.74,38.18,16.7,card,mobile,US,0,standard,silver,Female,AZ,AZ,standard,local,5,6,7,5,83.296,53.637234770705,154,0.011625896218258245,0.05078680979554917,0
2198,5,54.82,45.11,6.99,2.72,0.4,card,desktop,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,6,1,1,45.11,53.81245722108145,218,0.1549545555309244,0.06029705165151852,0
2199,5,592.85,548.48,13.34,31.03,7.3,card,tablet,US,1,standard,silver,Female,AZ,AZ,expedited,local,2,3,3,2,176.41500000000002,53.738535249828885,191,0.02432176196032672,0.05657453325554259,0
2200,5,415.09,372.06,8.39,34.64,2.9,card,mobile,US,0,standard,silver,Female,AZ,AZ,standard,local,5,6,6,3,62.74333333333334,53.72210814510609,185,0.02255012632371123,0.09310326291458366,0
2201,5,390.8,364.36,8.04,18.4,1.4,paypal,desktop,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,8,5,4,67.6075,53.661875427789184,163,0.022066088483917,0.05049950598309364,0
2202,5,287.56,255.48,14.39,17.69,1.1,card,desktop,US,0,standard,silver,Female,AZ,AZ,expedited,regional,3,5,6,4,55.82000000000001,53.659137577002056,162,0.0563253483638641,0.06924221074056679,0
2203,5,485.4,438.82,7.34,39.24,4.0,card,mobile,US,0,standard,silver,Female,AZ,AZ,standard,local,5,5,3,2,173.01500000000001,53.700205338809035,177,0.016726676085866643,0.08942163073697644,0
2204,5,46.37,31.11,12.99,2.27,0.5,card,mobile,US,0,standard,silver,Female,AZ,AZ,expedited,national,4,3,1,1,31.11,53.782340862423,207,0.4175506268081003,0.07296689167470267,0
2205,5,77.74,66.68,6.99,4.07,0.8,card,mobile,US,1,standard,silver,Female,AZ,AZ,standard,national,7,6,1,1,66.68,53.894592744695416,249,0.10482903419316136,0.061037792441511696,0
2206,5,571.01,520.69,8.04,42.28,13.6,paypal,mobile,US,0,standard,silver,Female,AZ,NY,standard,local,5,5,5,4,87.495,53.7056810403833,179,0.01544104937678849,0.08119994622520117,0
2207,5,135.62,117.54,6.99,11.09,0.8,bank,desktop,CA,0,standard,silver,Female,AZ,AZ,standard,national,7,9,1,1,117.54,53.94113620807666,266,0.0594691168963757,0.09435085928194656,0
2208,5,348.28,323.73,7.69,16.86,4.1,card,desktop,NG,0,standard,silver,Female,AZ,AZ,standard,local,5,6,4,3,68.73,53.9958932238193,285,0.023754363203904488,0.05208043740153832,0
2209,5,44.86,29.6,12.99,2.27,0.5,card,mobile,US,0,standard,silver,Female,AZ,AZ,expedited,regional,3,3,1,1,29.6,53.6974674880219,176,0.43885135135135134,0.07668918918918918,0
2210,5,21.25,13.31,6.99,0.95,0.4,card,mobile,US,0,standard,silver,Female,AZ,AZ,standard,local,5,5,1,1,13.31,53.6974674880219,176,0.5251690458302029,0.07137490608564988,0
2211,5,138.93,122.48,6.99,9.46,0.5,card,desktop,US,0,standard,silver,Female,AZ,AZ,standard,local,5,5,1,1,122.48,53.869952087611225,239,0.05707054212932724,0.07723709993468322,0
2212,5,507.16,468.51,8.04,30.61,7.8,paypal,mobile,US,1,standard,silver,Female,AZ,AZ,standard,national,7,8,5,5,93.702,53.711156741957566,181,0.01716078632259717,0.06533478474312181,0
2213,5,858.12,788.78,8.04,61.3,21.3,card,mobile,US,0,standard,silver,Female,AZ,AZ,standard,local,5,5,5,3,132.49333333333334,53.842573579739906,229,0.010192956210857272,0.0777149522046705,0
2214,5,334.09,299.7,7.34,27.05,9.7,crypto,desktop,US,1,standard,silver,Female,AZ,AZ,standard,national,7,7,3,1,99.9,53.87268993839836,241,0.02449115782449116,0.09025692359025693,0
2215,5,67.94,57.22,6.99,3.73,0.4,card,tablet,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,6,1,1,57.22,53.75496235455168,197,0.1221600838867529,0.06518699755330304,0
2216,5,483.23,450.22,9.09,23.92,3.6,card,desktop,US,0,standard,silver,Female,AZ,AZ,standard,local,5,7,8,5,59.227999999999994,53.72210814510609,185,0.0201901292701346,0.05312958109368753,0
2217,5,571.88,532.74,7.69,31.45,4.6,paypal,mobile,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,5,4,2,133.185,53.79876796714579,213,0.014434808724706236,0.05903442579870105,0
2218,5,735.12,686.72,9.09,39.31,9.8,card,desktop,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,6,8,5,63.95,53.96303901437371,273,0.013236835973904938,0.0572431267474371,0
2219,5,755.06,691.75,8.39,54.92,24.5,card,desktop,CA,0,standard,silver,Female,AZ,AZ,standard,regional,6,7,6,4,96.2325,54.0041067761807,289,0.012128659197687026,0.07939284423563427,0
2220,5,174.84,158.05,6.99,9.8,1.0,paypal,mobile,US,1,standard,silver,Female,AZ,AZ,standard,national,7,8,1,1,158.05,54.03422313483915,299,0.04422651059791205,0.06200569440050617,0
2221,5,623.24,575.46,14.39,33.39,7.7,card,mobile,US,0,standard,silver,Female,AZ,AZ,expedited,regional,3,4,6,3,95.91000000000001,54.09445585215606,321,0.02500608209084906,0.058023146700031274,0
2222,5,783.99,741.04,0.0,42.95,21.8,card,mobile,US,1,standard,silver,Female,AZ,AZ,standard,regional,6,7,8,5,91.116,53.62354551676933,150,0.0,0.05795908452984995,0
2223,5,135.47,121.52,6.99,6.96,0.4,bank,mobile,US,0,standard,silver,Female,AZ,AZ,standard,regional,6,7,2,2,60.76,53.69199178644764,174,0.05752139565503621,0.05727452271231073,0
2224,5,306.98,282.57,7.69,16.72,2.3,card,desktop,US,1,standard,silver,Female,AZ,AZ,standard,regional,6,6,4,3,83.66,53.80150581793292,214,0.027214495523233184,0.05917117882294652,0
